timestamp,stream_id,layer_idx,shake,old_score,new_score,gain
2025-12-26 19:01:56,2,5,0.000000000043208356,-0.5107264747,-0.5093708680,0.0013556066
2025-12-26 19:01:56,1,1,0.000000000000026033,-0.4913991108,-0.4814456631,0.0099534477
2025-12-26 19:01:56,6,4,0.000000000000045964,-0.4230144636,-0.4059650123,0.0170494513
2025-12-26 19:01:56,2,6,0.000000000058280707,-0.5093708680,-0.5043462085,0.0050246596
2025-12-26 19:01:56,5,1,0.000000000000019673,-0.3958308743,-0.3957864858,0.0000443885
2025-12-26 19:01:56,8,9,0.000000000022359893,-0.4378965661,-0.4120545786,0.0258419875
2025-12-26 19:01:56,3,0,0.000000000063739394,-0.5477940032,-0.5326386743,0.0151553289
2025-12-26 19:01:56,0,8,0.000000000034381149,-0.3672909862,-0.3598747705,0.0074162156
2025-12-26 19:01:56,2,8,0.000000000000001739,-0.5043462085,-0.4999150451,0.0044311634
2025-12-26 19:01:56,1,5,0.000000000075544255,-0.4814456631,-0.4685947909,0.0128508722
2025-12-26 19:01:56,4,6,0.000000000014850186,-0.5853485877,-0.5640741246,0.0212744632
2025-12-26 19:01:56,2,1,0.000000000000016500,-0.4999150451,-0.4935665926,0.0063484525
2025-12-26 19:01:57,0,7,0.000000000000375921,-0.3598747705,-0.3445641526,0.0153106180
2025-12-26 19:01:57,4,7,0.000000000000513629,-0.5640741246,-0.5629154363,0.0011586882
2025-12-26 19:01:57,6,5,0.000000000000017150,-0.4059650123,-0.3955363692,0.0104286431
2025-12-26 19:01:57,5,8,0.000000000015768558,-0.3957864858,-0.3898440981,0.0059423877
2025-12-26 19:01:57,2,4,0.000000000001396103,-0.4935665926,-0.4902764420,0.0032901506
2025-12-26 19:01:57,0,2,0.000000000019964284,-0.3445641526,-0.3320514891,0.0125126635
2025-12-26 19:01:57,3,9,0.000000000000080421,-0.5326386743,-0.5268306515,0.0058080228
2025-12-26 19:01:57,2,6,0.000000000000004994,-0.4902764420,-0.4800787689,0.0101976731
2025-12-26 19:01:57,2,1,0.000000000011812084,-0.4800787689,-0.4775601866,0.0025185823
2025-12-26 19:01:57,3,0,0.000000000000049601,-0.5268306515,-0.5255468972,0.0012837543
2025-12-26 19:01:57,5,4,0.000000000000005654,-0.3898440981,-0.3557693289,0.0340747692
2025-12-26 19:01:58,2,9,0.000000000000001748,-0.4775601866,-0.4757669368,0.0017932498
2025-12-26 19:01:58,4,0,0.000000000024213431,-0.5629154363,-0.5572048237,0.0057106126
2025-12-26 19:01:58,1,1,0.000000000000012659,-0.4685947909,-0.4656081536,0.0029866373
2025-12-26 19:01:58,4,4,0.000000000000009941,-0.5572048237,-0.5546183719,0.0025864519
2025-12-26 19:01:58,8,6,0.000000000000005869,-0.4120545786,-0.4041220991,0.0079324795
2025-12-26 19:01:58,6,5,0.000000000000035102,-0.3955363692,-0.3742739545,0.0212624147
2025-12-26 19:01:58,4,2,0.000000000000182121,-0.5546183719,-0.5523661517,0.0022522201
2025-12-26 19:01:59,4,4,0.000000000003090003,-0.5523661517,-0.5518325744,0.0005335773
2025-12-26 19:01:59,1,6,0.000000000000071081,-0.4656081536,-0.4580259336,0.0075822201
2025-12-26 19:02:00,3,0,0.000000000090262460,-0.5255468972,-0.5199092260,0.0056376712
2025-12-26 19:02:02,4,7,0.000000000000028636,-0.5518325744,-0.5474539498,0.0043786247
2025-12-26 19:02:02,1,9,0.000000000001264345,-0.4580259336,-0.4575749666,0.0004509670
2025-12-26 19:02:03,2,6,0.000000000014882792,-0.4757669368,-0.4740032939,0.0017636429
2025-12-26 19:02:05,2,1,0.000000000000414455,-0.4740032939,-0.4612880149,0.0127152791
2025-12-26 19:02:11,3,7,0.000000000000169434,-0.5199092260,-0.5156533821,0.0042558438
2025-12-26 19:02:12,0,3,0.000000000000019676,-0.3320514891,-0.3288424711,0.0032090180
2025-12-26 19:02:13,2,8,0.000000000004649582,-0.4612880149,-0.4596617976,0.0016262172
2025-12-26 19:02:16,4,4,0.000000000000032618,-0.5474539498,-0.5437737484,0.0036802014
2025-12-26 19:02:19,7,7,0.000000000000019936,-0.4282145643,-0.4280867830,0.0001277814
2025-12-26 19:02:20,1,2,0.000000000016507228,-0.4575749666,-0.4563780916,0.0011968749
2025-12-26 19:02:21,1,2,0.000000000000144297,-0.4563780916,-0.4552609212,0.0011171704
2025-12-26 19:02:25,4,3,0.000000000077731010,-0.5437737484,-0.5392532694,0.0045204790
2025-12-26 19:02:29,7,3,0.000000000000005965,-0.4280867830,-0.4175447968,0.0105419861
2025-12-26 19:02:29,3,7,0.000000000040682842,-0.5156533821,-0.5128159068,0.0028374753
2025-12-26 19:02:33,1,7,0.000000000000069210,-0.4552609212,-0.4507155883,0.0045453330
2025-12-26 19:02:34,3,4,0.000000000000014225,-0.5128159068,-0.5121906411,0.0006252658
2025-12-26 19:02:34,4,7,0.000000000040004177,-0.5392532694,-0.5376871799,0.0015660895
2025-12-26 19:02:46,8,3,0.000000000000070098,-0.4041220991,-0.4024117195,0.0017103796
2025-12-26 19:02:54,1,5,0.000000000000006754,-0.4507155883,-0.4463012514,0.0044143369
2025-12-26 19:03:05,7,5,0.000000000000002549,-0.4175447968,-0.4169537207,0.0005910762
2025-12-26 19:03:09,8,4,0.000000000003651457,-0.4024117195,-0.3998136605,0.0025980590
2025-12-26 19:03:35,8,2,0.000000000000008620,-0.3998136605,-0.3961830701,0.0036305904
2025-12-26 19:03:36,0,5,0.000000000000013739,-0.3288424711,-0.3267270787,0.0021153924
2025-12-26 19:03:40,1,0,0.000000000000061909,-0.4463012514,-0.4461875029,0.0001137484
2025-12-26 19:03:53,1,7,0.000000000011007384,-0.4461875029,-0.4431802820,0.0030072210
2025-12-26 19:03:57,1,0,0.000000000059015022,-0.4431802820,-0.4296021032,0.0135781787
2025-12-26 19:04:37,0,6,0.000000000064843766,-0.3267270787,-0.3225842879,0.0041427908
2025-12-26 19:04:43,7,7,0.000000000008481394,-0.4169537207,-0.4097371240,0.0072165967
2025-12-26 19:06:19,3,9,0.000000000000096862,0.6734427367,0.6849106633,0.0114679266
2025-12-26 19:06:19,8,7,0.000000000000003338,0.6352489809,0.6451680126,0.0099190317
2025-12-26 19:06:19,2,2,0.000000000018395378,0.6037117548,0.6055384032,0.0018266484
2025-12-26 19:06:19,3,3,0.000000000000487289,0.6849106633,0.6865348328,0.0016241695
2025-12-26 19:06:19,2,9,0.000000000000016669,0.6055384032,0.6109188532,0.0053804499
2025-12-26 19:06:19,7,8,0.000000000026345151,0.6587002077,0.6661508312,0.0074506234
2025-12-26 19:06:19,6,3,0.000000000000001044,0.6126939023,0.6192054672,0.0065115649
2025-12-26 19:06:19,3,0,0.000000000003455373,0.6865348328,0.6974919187,0.0109570859
2025-12-26 19:06:20,0,5,0.000000000033842013,0.6945908759,0.6969521121,0.0023612362
2025-12-26 19:06:20,8,3,0.000000000000364415,0.6451680126,0.6452251671,0.0000571545
2025-12-26 19:06:20,5,9,0.000000000000181695,0.6939145500,0.6954256098,0.0015110598
2025-12-26 19:06:20,1,6,0.000000000000001169,0.6953330119,0.6956741139,0.0003411020
2025-12-26 19:06:20,8,0,0.000000000014325637,0.6452251671,0.6484930637,0.0032678966
2025-12-26 19:06:20,0,8,0.000000000072731955,0.6969521121,0.7013104345,0.0043583224
2025-12-26 19:06:20,1,7,0.000000000000750189,0.6956741139,0.6962536870,0.0005795731
2025-12-26 19:06:21,3,9,0.000000000000087659,0.6974919187,0.6989612260,0.0014693073
2025-12-26 19:06:21,4,3,0.000000000071145684,0.6338534805,0.6390819490,0.0052284685
2025-12-26 19:06:21,6,5,0.000000000003738543,0.6192054672,0.6202489313,0.0010434641
2025-12-26 19:06:22,1,0,0.000000000000020188,0.6962536870,0.7023735531,0.0061198662
2025-12-26 19:06:22,7,5,0.000000000000776407,0.6661508312,0.6711457301,0.0049948990
2025-12-26 19:06:22,8,0,0.000000000000177192,0.6484930637,0.6497239817,0.0012309180
2025-12-26 19:06:23,7,1,0.000000000000009188,0.6711457301,0.6731299996,0.0019842695
2025-12-26 19:06:24,8,4,0.000000000000003281,0.6497239817,0.6504893796,0.0007653979
2025-12-26 19:06:24,1,0,0.000000000024068524,0.7023735531,0.7024455766,0.0000720235
2025-12-26 19:06:24,5,1,0.000000000008365936,0.6954256098,0.6976933493,0.0022677395
2025-12-26 19:06:25,7,8,0.000000000000001030,0.6731299996,0.6747599927,0.0016299931
2025-12-26 19:06:25,8,7,0.000000000008338428,0.6504893796,0.6517333552,0.0012439756
2025-12-26 19:06:26,2,6,0.000000000000347365,0.6109188532,0.6166420491,0.0057231959
2025-12-26 19:06:28,6,4,0.000000000033988536,0.6202489313,0.6226355110,0.0023865797
2025-12-26 19:06:29,5,7,0.000000000000011070,0.6976933493,0.7066732420,0.0089798927
2025-12-26 19:06:31,8,9,0.000000000000740279,0.6517333552,0.6518466487,0.0001132935
2025-12-26 19:06:33,1,0,0.000000000000070676,0.7024455766,0.7030497552,0.0006041786
2025-12-26 19:06:35,8,5,0.000000000000002449,0.6518466487,0.6521994617,0.0003528131
2025-12-26 19:06:48,7,0,0.000000000000031848,0.6747599927,0.6776533629,0.0028933703
2025-12-26 19:06:50,8,1,0.000000000084451607,0.6521994617,0.6553071658,0.0031077041
2025-12-26 19:06:53,3,5,0.000000000000008038,0.6989612260,0.7010350124,0.0020737864
2025-12-26 19:06:55,1,1,0.000000000016026983,0.7030497552,0.7065939852,0.0035442300
2025-12-26 19:07:05,4,2,0.000000000088158140,0.6390819490,0.6394423101,0.0003603611
2025-12-26 19:07:07,1,9,0.000000000074755749,0.7065939852,0.7089987247,0.0024047395
2025-12-26 19:07:08,0,9,0.000000000032473406,0.7013104345,0.7060498674,0.0047394329
2025-12-26 19:07:15,6,0,0.000000000000879292,0.6226355110,0.6231233892,0.0004878782
2025-12-26 19:07:17,4,6,0.000000000000001461,0.6394423101,0.6409146094,0.0014722993
2025-12-26 19:07:36,3,8,0.000000000000007658,0.7010350124,0.7010634102,0.0000283978
2025-12-26 19:07:44,3,1,0.000000000000157347,0.7010634102,0.7020794916,0.0010160814
2025-12-26 19:07:54,8,4,0.000000000000511195,0.6553071658,0.6581140861,0.0028069203
2025-12-26 19:08:08,3,6,0.000000000001318506,0.7020794916,0.7050197974,0.0029403058
2025-12-26 19:08:11,6,7,0.000000000011784580,0.6231233892,0.6234859257,0.0003625365
2025-12-26 19:08:23,6,8,0.000000000093864933,0.6234859257,0.6245283378,0.0010424120
2025-12-26 19:08:45,7,4,0.000000000006959407,0.6776533629,0.6803042820,0.0026509190
2025-12-26 19:08:47,8,8,0.000000000000031010,0.6581140861,0.6591409514,0.0010268653
2025-12-26 19:08:48,6,4,0.000000000000012264,0.6245283378,0.6262389038,0.0017105661
2025-12-26 19:08:59,0,8,0.000000000000035031,0.7060498674,0.7072096021,0.0011597347
2025-12-26 19:09:01,4,4,0.000000000000001436,0.6409146094,0.6436344357,0.0027198262
2025-12-26 19:09:17,4,0,0.000000000006546205,0.6436344357,0.6438485166,0.0002140809
2025-12-26 19:10:10,4,9,0.000000000001013711,0.6438485166,0.6460719309,0.0022234144
2025-12-26 19:10:18,2,0,0.000000000003818389,0.6166420491,0.6173000356,0.0006579865
2025-12-26 19:10:29,5,1,0.000000000000004966,0.7066732420,0.7085845540,0.0019113120
2025-12-26 19:10:45,1,3,0.000000000000098836,0.7089987247,0.7119402005,0.0029414758
